,Unnamed: 0_x,Company,revenues,rev_perc_change,profit,prof_perc_change,assets,market_value,rank_change1000,employees,rank_change500,CEO,CEO Title,Sector,Industry_x,HQ Location,Website,Years on Fortune 500 List,Employees,Revenues ($M),Revenues ($M)Growth,Profits ($M),Profits ($M)Growth,Assets ($M),Assets ($M)Growth,Total Stockholder Equity ($M),Total Stockholder Equity ($M)Growth,Profit as % of Revenues,Profits as % of Assets,Profits as % of Stockholder Equity,Earnings Per Share ($),EPS % Change (from 2017),EPS % Change (5 year annual rate),EPS % Change (10 year annual rate),Total Return to Investors (2018),"Total Return to Investors (5 year, annualized)","Total Return to Investors (10 year, annualized)",Unnamed: 0_y,Market Cap,Industry_y,No_Directors,Median_age,Board_Independance,Median_Tenure,Median_pay,women_on_board
161,236,anadarkopetroleum,"$13,382.0",12.4%,$615.0,-,"$40,376.0","$22,828.2",20,"4,700",20,R. A. Walker,Chairman &amp; Chief Executive Officer,Energy,"Mining, Crude-Oil Production","The Woodlands, Texas",,19,"4,700","$13,382.0",12.4%,$615.0,-,"$40,376.0",-,"$8,496.0",-,4.6%,1.5%,7.2%,1.2,-,-5.4%,-16.1%,-16.8%,-10.3%,2.1%,31,33984,Energy,11,60.0,0.91,3.0,368419,0.09
162,239,salesforcecom,"$13,282.0",26.7%,"$1,110.0",770.7%,"$30,737.0","$122,103.3",45,"35,000",45,,Chairman &amp; Co-Chief Executive Officer,Technology,Computer Software,"San Francisco, Calif.",,5,"35,000","$13,282.0",26.7%,"$1,110.0",770.7%,"$30,737.0",-,"$15,605.0",-,8.4%,3.6%,7.1%,1.43,741.2%,-,32.2%,34.0%,19.9%,32.8%,4,50943,Information Technology,11,60.0,0.73,9.0,655126,0.18
163,240,lbrands,"$13,236.9",4.8%,$643.9,-34.5%,"$8,090.2","$7,589.9",-10,"57,200",-10,Leslie H. Wexner,"Chairman, President &amp; Chief Executive Officer",Retailing,,"Columbus, Ohio",,25,"57,200","$13,236.9",4.8%,$643.9,-34.5%,"$8,090.2",-,$-869.1,-,4.9%,8.0%,-,2.31,-32.5%,-5.4%,13.5%,-54.2%,-11.7%,17.5%,363,27870,Consumer Discretionary,12,70.0,0.67,11.0,225018,0.17
164,241,henryschein,"$13,202.0",5.9%,$535.9,31.9%,"$8,500.5","$9,100.9",-4,"22,600",-4,Stanley M. Bergman,Chairman &amp; Chief Executive Officer,Health Care,,"Melville, N.Y.",,16,"22,600","$13,202.0",5.9%,$535.9,31.9%,"$8,500.5",-,"$2,961.3",-,4.1%,6.3%,18.1%,3.49,35.8%,7.2%,10.1%,12.4%,6.6%,15.7%,246,12652,Health Care,15,70.0,0.67,13.0,255900,0.13
165,247,viacom,"$12,943.0",-2.4%,"$1,719.0",-8.3%,"$23,783.0","$11,530.7",-27,"10,880",-27,Robert M. Bakish,"President, Chief Executive Officer &amp; Director",Media,Entertainment,"New York, N.Y.",,14,"10,880","$12,943.0",-2.4%,"$1,719.0",-8.3%,"$23,783.0",-,"$7,407.0",-,13.3%,7.2%,23.2%,4.27,-8.8%,-2.5%,4.6%,-14.4%,-19.8%,5.0%,91,19716,Consumer Discretionary,11,61.0,0.55,21.0,312237,0.36
166,248,ameriprisefinancial,"$12,924.0",7.0%,"$2,098.0",41.8%,"$137,216.0","$17,345.1",3,"14,062",3,James M. Cracchiolo,Chairman &amp; Chief Executive Officer,Financials,Diversified Financials,"Minneapolis, Minn.",,13,"14,062","$12,924.0",7.0%,"$2,098.0",41.8%,"$137,216.0",-,"$5,588.0",-,16.2%,1.5%,37.5%,14.2,50.4%,17.1%,-,-36.8%,0.4%,18.8%,164,20188,Financials,9,65.0,0.89,10.0,277262,0.33
167,251,vf,"$12,862.3",3.7%,$658.6,7.1%,"$10,311.3","$34,382.1",-10,"69,000",-10,Steven E. Rendle,"Chairman, President &amp; Chief Executive Officer",Apparel,Apparel,"Greensboro, N.C.",,50,"69,000","$12,862.3",3.7%,$658.6,7.1%,"$10,311.3",-,"$3,688.1",-,5.1%,6.4%,17.9%,1.64,7.9%,-9.6%,1.9%,-1.3%,5.1%,20.8%,368,28739,Consumer Discretionary,12,59.0,0.83,7.5,223009,0.17
168,252,discoverfinancialservices,"$12,848.0",11.3%,"$2,742.0",30.6%,"$109,553.0","$23,215.1",10,"16,600",10,,,,,,,,,,,,,,,,,,,,,,,,,,,342,24033,Financials,11,61.0,0.91,8.0,231362,0.27
169,254,edisoninternational,"$12,657.0",2.7%,$-423.0,-174.9%,"$56,715.0","$20,174.2",-11,"12,574",-11,Pedro J. Pizarro,"President, Chief Executive Officer &amp; Director",Energy,,"Rosemead, Calif.",,25,"12,574","$12,657.0",2.7%,$-423.0,-174.9%,"$56,715.0",-,"$10,459.0",-,-3.3%,-0.7%,-4.0%,-1.3,-175.6%,-,-,-6.9%,7.2%,9.2%,275,19718,Utilities,9,63.0,0.78,5.0,247697,0.33
170,255,oneok,"$12,593.2",3.4%,"$1,151.7",197.0%,"$18,231.7","$28,746.9",-7,"2,684",-7,Terry K. Spencer,"President, Chief Executive Officer &amp; Director",Energy,Pipelines,"Tulsa, Okla.",,17,"2,684","$12,593.2",3.4%,"$1,151.7",197.0%,"$18,231.7",-,"$6,579.5",-,9.1%,6.3%,17.5%,2.78,115.5%,17.0%,6.5%,6.2%,5.5%,20.9%,435,7094,Energy,10,64.0,0.8,10.0,200054,0.2
171,257,bedbath&beyond,"$12,349.3",1.1%,$424.9,-38.0%,"$7,040.8","$2,335.7",-10,"65,000",-10,Mark J. Tritton,"President, Chief Executive Officer &amp; Director",Retailing,,"Union, N.J.",,16,"65,000","$12,349.3",1.1%,$424.9,-38.0%,"$7,040.8",-,"$2,888.6",-,3.4%,6.0%,14.7%,3.04,-33.6%,-7.8%,3.8%,-46.7%,-31.6%,-7.2%,427,9951,Consumer Discretionary,10,60.0,0.7,14.0,202500,0.2
172,258,consolidatededison,"$12,337.0",2.5%,"$1,382.0",-9.4%,"$53,920.0","$27,230.6",-4,"15,307",-4,John J. McAvoy,"Chairman, President &amp; Chief Executive Officer",Energy,,"New York, N.Y.",,25,"15,307","$12,337.0",2.5%,"$1,382.0",-9.4%,"$53,920.0",-,"$16,726.0",-,11.2%,2.6%,8.3%,4.42,-10.5%,4.1%,0.1%,-6.6%,10.9%,11.7%,270,19256,Utilities,10,64.0,0.8,8.5,249332,0.2
173,259,csx,"$12,250.0",7.4%,"$3,309.0",-39.5%,"$36,729.0","$60,805.2",5,"22,475",5,James M. Foote,"President, Chief Executive Officer &amp; Director",Transportation,Railroads,"Jacksonville, Fla.",,25,"22,475","$12,250.0",7.4%,"$3,309.0",-39.5%,"$36,729.0",-,"$12,563.0",-,27.0%,9.0%,26.3%,3.84,-35.9%,16.0%,13.2%,14.5%,19.0%,21.6%,176,26313,Industrials,12,65.5,0.92,9.0,273659,0.17
174,262,firstenergy,"$11,864.0",-12.9%,"$1,348.0",-,"$40,063.0","$22,059.6",-44,"12,494",-44,Charles E. Jones,"President, Chief Executive Officer &amp; Director",Energy,,"Akron, Ohio",,24,"12,494","$11,864.0",-12.9%,"$1,348.0",-,"$40,063.0",-,"$6,814.0",-,11.4%,3.4%,19.8%,1.99,-,16.2%,-7.6%,27.7%,7.2%,2.3%,373,13198,Utilities,13,66.0,0.92,4.0,221761,0.15
175,267,nvidia,"$11,716.0",20.6%,"$4,141.0",35.9%,"$13,292.0","$108,813.4",38,"13,277",38,Jen-Hsun Huang,Chairman &amp; Chief Executive Officer,Technology,Semiconductors and Other Electronic Components,"Santa Clara, Calif.",,3,"13,277","$11,716.0",20.6%,"$4,141.0",35.9%,"$13,292.0",-,"$9,342.0",-,35.3%,31.2%,44.3%,6.63,37.6%,55.0%,-,-30.8%,54.3%,33.4%,109,15291,Information Technology,12,59.0,0.92,13.5,300726,0.17
176,268,sempraenergy,"$11,687.0",4.3%,"$1,049.0",309.8%,"$60,638.0","$34,508.6",2,"16,823",2,J. Walker Martin,Chairman &amp; Chief Executive Officer,Energy,,"San Diego, Calif.",,21,"16,823","$11,687.0",4.3%,"$1,049.0",309.8%,"$60,638.0",-,"$14,853.0",-,9.0%,1.7%,7.1%,3.42,238.6%,-3.1%,-2.6%,4.4%,6.8%,13.2%,193,25389,Utilities,13,67.0,0.92,5.0,268250,0.23
177,270,ball,"$11,635.0",5.9%,$454.0,21.4%,"$16,554.0","$19,335.0",6,"17,500",6,John A. Hayes,"Chairman, President &amp; Chief Executive Officer",Materials,"Packaging, Containers","Broomfield, Colo.",,42,"17,500","$11,635.0",5.9%,$454.0,21.4%,"$16,554.0",-,"$3,458.0",-,3.9%,2.7%,13.1%,1.29,22.9%,-1.1%,4.6%,22.6%,13.2%,17.0%,253,9337,Materials,9,68.0,0.67,10.0,254952,0.11
178,272,unumgroup,"$11,598.5",2.8%,$523.4,-47.4%,"$61,875.6","$7,260.8",-6,"9,600",-6,Richard P. McKenney,"President, Chief Executive Officer &amp; Director",Financials,,"Chattanooga, Tenn.",,24,"9,600","$11,598.5",2.8%,$523.4,-47.4%,"$61,875.6",-,"$8,621.8",-,4.5%,0.8%,6.1%,2.38,-45.5%,-5.9%,3.9%,-45.1%,-1.5%,6.8%,281,8435,Financials,15,60.0,0.87,9.0,246054,0.2
179,273,xcelenergy,"$11,537.0",1.2%,"$1,261.0",9.8%,"$45,987.0","$28,903.8",-8,"11,068",-8,Benjamin G.S. Fowke III,"Chairman, President &amp; Chief Executive Officer",Energy,,"Minneapolis, Minn.",,23,"11,068","$11,537.0",1.2%,"$1,261.0",9.8%,"$45,987.0",-,"$12,222.0",-,10.9%,2.7%,10.3%,2.47,9.8%,5.3%,5.4%,5.8%,15.9%,14.6%,341,18071,Utilities,12,61.0,0.75,6.0,231658,0.25
180,276,norfolksouthern,"$11,458.0",8.6%,"$2,666.0",-50.7%,"$36,239.0","$49,860.3",7,"26,662",7,James A. Squires,"Chairman, President &amp; Chief Executive Officer",Transportation,Railroads,"Norfolk, Va.",,25,"26,662","$11,458.0",8.6%,"$2,666.0",-50.7%,"$36,239.0",-,"$15,362.0",-,23.3%,7.4%,17.4%,9.51,-48.9%,9.5%,7.7%,5.2%,12.5%,15.1%,167,23894,Industrials,13,63.0,0.85,4.0,276324,0.15
181,277,laboratorycorpofamerica,"$11,333.4",8.5%,$883.7,-30.3%,"$16,185.3","$15,095.8",8,"61,000",8,Adam H. Schechter,President &amp; Chief Executive Officer,Health Care,,"Burlington, N.C.",,10,"61,000","$11,333.4",8.5%,$883.7,-30.3%,"$16,185.3",-,"$6,971.4",-,7.8%,5.5%,12.7%,8.61,-29.5%,6.6%,7.5%,-20.8%,6.7%,7.0%,313,12421,Health Care,9,59.0,0.89,8.0,239939,0.11
182,278,corning,"$11,290.0",11.6%,"$1,066.0",-,"$27,505.0","$25,990.7",14,"51,500",14,Wendell P. Weeks,"Chairman, President &amp; Chief Executive Officer",Industrials,"Electronics, Electrical Equip.","Corning, N.Y.",,64,"51,500","$11,290.0",11.6%,"$1,066.0",-,"$27,505.0",-,"$13,792.0",-,9.4%,3.9%,7.7%,1.13,-,-3.4%,-10.2%,-3.3%,13.7%,14.5%,183,22003,Information Technology,14,65.0,0.79,5.5,272495,0.21
183,280,autozone,"$11,221.1",3.1%,"$1,337.5",4.4%,"$9,347.0","$25,487.9",-3,"72,450",-3,William C. Rhodes III,"Chairman, President &amp; Chief Executive Officer",Retailing,,"Memphis, Tenn.",,21,"72,450","$11,221.1",3.1%,"$1,337.5",4.4%,"$9,347.0",-,"$-1,520.4",-,11.9%,14.3%,-,48.77,10.7%,11.9%,17.1%,17.8%,11.9%,19.6%,417,23912,Consumer Discretionary,11,57.0,0.82,9.0,208156,0.18
184,281,wwgrainger,"$11,221.0",7.6%,$782.0,33.5%,"$5,873.0","$16,732.7",5,"23,850",5,DG Macpherson,Chairman &amp; Chief Executive Officer,Wholesalers,,"Lake Forest, Ill.",,25,"23,850","$11,221.0",7.6%,$782.0,33.5%,"$5,873.0",-,"$1,921.0",-,7.0%,13.3%,40.7%,13.73,37.0%,4.3%,8.6%,21.6%,4.1%,15.8%,384,13185,Industrials,11,62.0,0.91,10.0,218337,0.09
185,282,quantaservices,"$11,171.4",18.0%,$293.3,-6.9%,"$7,075.8","$5,336.2",33,"39,200",33,Earl C. Austin Jr.,"President, Chief Executive Officer &amp; Director",Engineering &amp; Construction,"Engineering, Construction","Houston, Texas",,7,"39,200","$11,171.4",18.0%,$293.3,-6.9%,"$7,075.8",-,"$3,604.2",-,2.6%,4.1%,8.1%,1.9,-5.0%,0.3%,8.0%,-23.0%,-0.9%,4.3%,345,4028,Industrials,10,61.0,0.9,10.0,230564,0.1
186,285,baxterinternational,"$11,127.0",5.4%,"$1,624.0",126.5%,"$15,641.0","$41,558.9",-3,"50,000",-3,,"Chairman, President &amp; Chief Executive Officer",Health Care,Medical Products and Equipment,"Deerfield, Ill.",,49,"50,000","$11,127.0",5.4%,"$1,624.0",126.5%,"$15,641.0",-,"$7,794.0",-,14.6%,10.4%,20.8%,2.97,130.2%,-4.1%,-0.6%,2.8%,13.4%,10.6%,129,20453,Health Care,15,67.5,0.87,11.0,292834,0.2
187,286,lamresearch,"$11,077.0",38.2%,"$2,380.7",40.2%,"$12,479.5","$27,315.8",67,"10,900",67,Timothy M. Archer,"President, Chief Executive Officer &amp; Director",Technology,Semiconductors and Other Electronic Components,"Fremont, Calif.",,4,"10,900","$11,077.0",38.2%,"$2,380.7",40.2%,"$12,479.5",-,"$6,501.9",-,21.5%,19.1%,36.6%,13.17,42.5%,82.0%,14.3%,-24.0%,21.9%,21.3%,166,12131,Information Technology,11,61.0,0.82,4.0,276444,0.18
188,287,entergy,"$11,009.5",-0.6%,$848.7,106.2%,"$48,275.1","$18,214.6",-14,"13,688",-14,Leo P. Denault,Chairman &amp; Chief Executive Officer,Energy,,"New Orleans, La.",,25,"13,688","$11,009.5",-0.6%,$848.7,106.2%,"$48,275.1",-,"$8,844.3",-,7.7%,1.8%,9.6%,4.63,103.1%,3.0%,-2.9%,10.5%,11.2%,5.0%,336,12236,Utilities,13,66.0,0.85,10.0,232669,0.31
189,288,charlesschwab,"$10,989.0",22.6%,"$3,507.0",49.0%,"$296,482.0","$57,051.3",41,"19,500",41,Walter W. Bettinger II,"President, Chief Executive Officer &amp; Director",Financials,Securities,"San Francisco, Calif.",,21,"19,500","$10,989.0",22.6%,"$3,507.0",49.0%,"$296,482.0",-,"$20,670.0",-,31.9%,1.2%,17.0%,2.45,52.2%,25.7%,8.8%,-18.4%,10.7%,11.2%,238,40152,Financials,15,67.0,0.8,12.0,257066,0.13
190,290,nrgenergy,"$10,797.0",-4.2%,$268.0,-,"$10,628.0","$11,850.9",-22,"4,862",-22,Mauricio Gutierrez,"President, Chief Executive Officer &amp; Director",Energy,Energy,"Princeton, N.J.",,13,"4,862","$10,797.0",-4.2%,$268.0,-,"$10,628.0",-,"$-1,234.0",-,2.5%,2.5%,-,0.87,-,-,-14.7%,39.6%,8.3%,6.5%,285,4262,Utilities,13,63.0,0.85,9.0,245002,0.08
191,292,universalhealthservices,"$10,772.3",-4.5%,$779.7,3.6%,"$11,265.5","$12,144.3",-25,"75,650",-25,Alan B. Miller,Chairman &amp; Chief Executive Officer,Health Care,,"King of Prussia, Pa.",,16,"75,650","$10,772.3",-4.5%,$779.7,3.6%,"$11,265.5",-,"$5,389.3",-,7.2%,6.9%,14.5%,8.31,6.4%,10.1%,15.5%,3.2%,7.8%,20.6%,90,12089,Health Care,7,70.0,0.57,22.0,312240,0.14
192,293,molsoncoorsbrewing,"$10,769.6",-2.1%,"$1,116.5",-28.7%,"$30,109.8","$12,958.0",-19,"17,750",-19,Gavin D.K. Hattersley,"President, Chief Executive Officer &amp; Director","Food, Beverages &amp; Tobacco",Beverages,"Denver, Colo.",,28,"17,750","$10,769.6",-2.1%,"$1,116.5",-28.7%,"$30,109.8",-,"$13,507.4",-,10.4%,3.7%,8.3%,5.15,-28.8%,10.8%,9.4%,-29.9%,2.1%,3.8%,217,16313,Consumer Staples,14,54.0,0.71,5.5,262336,0.07
193,294,ebay,"$10,746.0",12.3%,"$2,530.0",-,"$22,819.0","$33,978.7",14,"14,000",14,Scott F. Schenkel,Interim Chief Executive Officer,Technology,Internet Services and Retailing,"San Jose, Calif.",,14,"14,000","$10,746.0",12.3%,"$2,530.0",-,"$22,819.0",-,"$6,281.0",-,23.5%,11.1%,40.3%,2.55,-,3.2%,6.5%,-25.6%,3.7%,16.8%,133,33498,Information Technology,10,55.5,0.7,2.0,292040,0.2
194,295,aes,"$10,736.0",-22.5%,"$1,203.0",-,"$32,521.0","$11,975.4",-82,"9,000",-82,,"President, Chief Executive Officer &amp; Director",Energy,,"Arlington, Va.",,19,"9,000","$10,736.0",-22.5%,"$1,203.0",-,"$32,521.0",-,"$3,208.0",-,11.2%,3.7%,37.5%,1.81,-,64.6%,-0.1%,39.0%,3.4%,7.8%,182,7476,Utilities,10,60.5,0.9,4.0,272500,0.2
195,296,devonenergy,"$10,734.0",-23.0%,"$3,064.0",241.2%,"$19,566.0","$13,832.7",-84,"2,880",-84,David A. Hager,"President, Chief Executive Officer &amp; Director",Energy,"Mining, Crude-Oil Production","Oklahoma City, Okla.",,18,"2,880","$10,734.0",-23.0%,"$3,064.0",241.2%,"$19,566.0",-,"$9,186.0",-,28.5%,15.7%,33.4%,6.1,258.8%,-,-,-45.0%,-17.2%,-9.0%,51,17233,Energy,9,63.0,0.67,6.0,338001,0.22
196,298,centerpointenergy,"$10,589.0",10.1%,$368.0,-79.5%,"$27,009.0","$15,394.2",9,"7,977",9,Scott M. Prochazka,"President, Chief Executive Officer &amp; Director",Energy,,"Houston, Texas",,25,"7,977","$10,589.0",10.1%,$368.0,-79.5%,"$27,009.0",-,"$8,058.0",-,3.5%,1.4%,4.6%,0.74,-82.1%,0.5%,-5.5%,3.6%,8.6%,13.4%,370,7981,Utilities,9,62.0,0.78,7.0,222717,0.22
197,300,borgwarner,"$10,529.6",7.5%,$930.7,111.6%,"$10,095.3","$7,974.3",-,"30,000",-,Frederic B. Lissalde,"President, Chief Executive Officer &amp; Director",Motor Vehicles &amp; Parts,Motor Vehicles and Parts,"Auburn Hills, Mich.",,14,"30,000","$10,529.6",7.5%,$930.7,111.6%,"$10,095.3",-,"$4,225.5",-,8.8%,9.2%,22.0%,4.44,113.5%,10.5%,-,-30.9%,-7.9%,13.1%,398,9597,Consumer Discretionary,10,66.5,0.9,7.5,215493,0.1
198,303,suntrustbanks,"$10,431.0",7.1%,"$2,775.0",22.1%,"$215,543.0","$26,262.9",-1,"22,899",-1,William H. Rogers Jr.,Chairman &amp; Chief Executive Officer,Financials,Commercial Banks,"Atlanta, Ga.",,25,"22,899","$10,431.0",7.1%,"$2,775.0",22.1%,"$215,543.0",-,"$24,177.0",-,26.6%,1.3%,11.5%,5.74,28.4%,19.0%,10.4%,-19.7%,8.9%,7.1%,395,21343,Financials,12,64.5,0.92,4.5,216500,0.17
199,308,chesapeakeenergy,"$10,231.0",7.7%,$873.0,-8.0%,"$10,947.0","$5,058.3",5,"2,350",5,Robert D. Lawler,"President, Chief Executive Officer &amp; Director",Energy,"Mining, Crude-Oil Production","Oklahoma City, Okla.",,14,"2,350","$10,231.0",7.7%,$873.0,-8.0%,"$10,947.0",-,$344.0,-,8.5%,8.0%,253.8%,0.85,-5.6%,3.1%,-2.9%,-47.0%,-39.1%,-17.2%,36,4744,Energy,10,62.5,0.9,2.5,361541,0.1
200,311,pultegroup,"$10,188.3",18.8%,"$1,022.0",128.5%,"$10,173.0","$7,758.4",29,"5,086",29,Ryan R. Marshall,"President, Chief Executive Officer &amp; Director",Engineering &amp; Construction,Homebuilders,"Atlanta, Ga.",,17,"5,086","$10,188.3",18.8%,"$1,022.0",128.5%,"$10,173.0",-,"$4,817.8",-,10.0%,10.0%,21.2%,3.55,146.5%,-12.0%,-,-20.8%,6.5%,10.0%,230,6399,Consumer Discretionary,9,57.0,0.89,7.0,260000,0.22
201,312,eastmanchemical,"$10,151.0",6.3%,"$1,080.0",-22.0%,"$15,995.0","$10,531.1",-3,"14,595",-3,Mark J. Costa,Chairman &amp; Chief Executive Officer,Chemicals,Chemicals,"Kingsport, Tenn.",,25,"14,595","$10,151.0",6.3%,"$1,080.0",-22.0%,"$15,995.0",-,"$5,803.0",-,10.6%,6.8%,18.6%,7.56,-20.2%,0.3%,12.8%,-19.3%,0.3%,19.5%,292,10724,Materials,11,62.0,0.91,9.0,244061,0.18
202,313,republicservices,"$10,040.9",-0.0%,"$1,036.9",-18.9%,"$21,617.0","$25,851.5",-18,"36,000",-18,Donald W. Slager,"President, Chief Executive Officer &amp; Director",Business Services,Waste Management,"Phoenix, Ariz.",,10,"36,000","$10,040.9",-0.0%,"$1,036.9",-18.9%,"$21,617.0",-,"$7,927.1",-,10.3%,4.8%,13.1%,3.16,-16.2%,14.3%,23.9%,8.9%,19.7%,14.3%,53,15188,Industrials,10,62.0,0.9,6.5,337200,0.1
203,314,mohawkindustries,"$9,983.6",5.2%,$861.7,-11.3%,"$13,099.1","$9,121.9",-,"42,100",-,Jeffrey S. Lorberbaum,Chairman &amp; Chief Executive Officer,Household Products,"Home Equipment, Furnishings","Calhoun, Ga.",,20,"42,100","$9,983.6",5.2%,$861.7,-11.3%,"$13,099.1",-,"$7,433.8",-,8.6%,6.6%,11.6%,11.47,-11.6%,18.9%,-,-57.6%,-4.7%,10.5%,456,14449,Consumer Discretionary,9,63.0,0.67,10.0,184685,0.11
204,317,xerox,"$9,830.0",-4.2%,$361.0,85.1%,"$14,874.0","$7,307.6",-27,"32,400",-27,John G. Visentin,Chairman &amp; Chief Executive Officer,Technology,"Computers, Office Equipment","Norwalk, Conn.",,57,"32,400","$9,830.0",-4.2%,$361.0,85.1%,"$14,874.0",-,"$5,005.0",-,3.7%,2.4%,7.2%,1.38,94.4%,-17.6%,2.9%,-29.9%,-7.7%,1.3%,406,9506,Information Technology,9,62.0,0.89,8.0,212500,0.44
205,318,bostonscientific,"$9,823.0",8.6%,"$1,671.0",1506.7%,"$20,999.0","$53,367.4",9,"32,000",9,Michael F. Mahoney,"Chairman, President &amp; Chief Executive Officer",Health Care,Medical Products and Equipment,"Marlborough, Mass.",,16,"32,000","$9,823.0",8.6%,"$1,671.0",1506.7%,"$20,999.0",-,"$8,726.0",-,17.0%,8.0%,19.1%,1.19,1387.5%,-,-,42.6%,24.1%,16.4%,153,24567,Health Care,12,58.0,0.75,3.5,279991,0.25
206,322,publicserviceenterprisegroup,"$9,696.0",6.7%,"$1,438.0",-8.6%,"$45,326.0","$30,002.0",4,"13,145",4,Ralph Izzo,"Chairman, President &amp; Chief Executive Officer",Energy,,"Newark, N.J.",,25,"13,145","$9,696.0",6.7%,"$1,438.0",-8.6%,"$45,326.0",-,"$14,377.0",-,14.8%,3.2%,10.0%,2.83,-8.7%,2.9%,1.9%,4.6%,14.3%,10.3%,330,20887,Utilities,10,69.0,0.9,10.5,234529,0.2
207,323,pvh,"$9,656.8",8.3%,$746.4,38.8%,"$11,863.7","$9,164.1",8,"29,350",8,Emanuel Chirico,Chairman &amp; Chief Executive Officer,Apparel,Apparel,"New York, N.Y.",,29,"29,350","$9,656.8",8.3%,$746.4,38.8%,"$11,863.7",-,"$5,827.8",-,7.7%,6.3%,12.8%,9.65,41.1%,40.9%,18.6%,-32.2%,-7.2%,16.8%,362,7507,Consumer Discretionary,10,58.0,0.9,8.0,225222,0.2
208,324,mosaic,"$9,587.3",29.4%,$470.0,-,"$20,119.2","$10,527.2",57,"13,600",57,,"President, Chief Executive Officer &amp; Director",Chemicals,Chemicals,"Plymouth, Minn.",,14,"13,600","$9,587.3",29.4%,$470.0,-,"$20,119.2",-,"$10,397.3",-,4.9%,2.3%,4.5%,1.22,-,-22.7%,-12.6%,14.2%,-7.0%,0.1%,260,11911,Materials,12,59.5,0.83,5.5,252196,0.17
209,325,advanceautoparts,"$9,580.6",2.2%,$423.8,-10.9%,"$9,040.6","$12,221.9",-9,"55,500",-9,Thomas R. Greco,"President, Chief Executive Officer &amp; Director",Retailing,,"Raleigh, N.C.",,17,"55,500","$9,580.6",2.2%,$423.8,-10.9%,"$9,040.6",-,"$3,550.8",-,4.4%,4.7%,11.9%,5.73,-10.7%,1.5%,8.6%,58.2%,7.5%,17.0%,371,14528,Consumer Discretionary,12,57.5,0.58,6.5,222500,0.17
210,327,hormelfoods,"$9,545.7",4.1%,"$1,012.1",19.5%,"$8,142.3","$23,976.8",-5,"20,100",-5,James P. Snee,"Chairman, President &amp; Chief Executive Officer","Food, Beverages &amp; Tobacco",Food Consumer Products,"Austin, Minn.",,65,"20,100","$9,545.7",4.1%,"$1,012.1",19.5%,"$8,142.3",-,"$5,600.8",-,10.6%,12.4%,18.1%,1.86,18.5%,13.8%,13.6%,19.6%,15.6%,20.7%,297,17868,Consumer Staples,15,58.0,0.8,6.0,241810,0.27
211,328,o'reillyautomotive,"$9,536.4",6.2%,"$1,324.5",16.8%,"$7,980.8","$30,438.4",-,"64,325",-,Gregory D. Johnson,"President, Chief Executive Officer &amp; Director",Retailing,,"Springfield, Mo.",,10,"64,325","$9,536.4",6.2%,"$1,324.5",16.8%,"$7,980.8",-,$353.7,-,13.9%,16.6%,374.5%,16.1,27.1%,21.7%,27.0%,43.1%,21.8%,27.3%,463,27270,Consumer Discretionary,9,68.0,0.56,18.0,176268,0.11
212,332,pioneernaturalresources,"$9,415.0",72.6%,$978.0,17.4%,"$17,903.0","$25,639.3",164,"3,177",164,Scott D. Sheffield,"President, Chief Executive Officer &amp; Director",Energy,"Mining, Crude-Oil Production","Irving, Texas",,3,"3,177","$9,415.0",72.6%,$978.0,17.4%,"$17,903.0",-,"$12,111.0",-,10.4%,5.5%,8.1%,5.7,17.5%,-,11.9%,-23.8%,-6.4%,23.4%,151,20476,Energy,13,61.0,0.69,2.0,280937,0.23
213,340,newscorp,"$9,024.0",10.9%,"$-1,514.0",-,"$16,346.0","$7,286.8",9,"28,000",9,Robert J. Thomson,Chairman &amp; Chief Executive Officer,Media,"Publishing, Printing","New York, N.Y.",,5,"28,000","$9,024.0",10.9%,"$-1,514.0",-,"$16,346.0",-,"$9,291.0",-,-16.8%,-9.3%,-16.3%,-2.6,-,-,-,-29.0%,-7.9%,-,317,8966,Consumer Discretionary,12,51.0,0.5,2.0,237250,0.25
214,343,airproducts&chemicals,"$8,930.2",5.8%,"$1,497.8",-50.1%,"$19,178.3","$41,940.8",1,"16,150",1,Seifi Ghasemi,"Chairman, President &amp; Chief Executive Officer",Chemicals,Chemicals,"Allentown, Pa.",,57,"16,150","$8,930.2",5.8%,"$1,497.8",-50.1%,"$19,178.3",-,"$10,857.5",-,16.8%,7.8%,13.8%,6.78,-50.3%,7.7%,5.0%,0.1%,12.2%,16.3%,226,29878,Materials,10,63.5,0.9,4.5,260234,0.2
215,345,gamestop,"$8,850.7",-4.1%,$-673.0,-2039.5%,"$4,044.3","$1,036.0",-24,"33,000",-24,George Sherman,Chief Executive Officer &amp; Director,Retailing,,"Grapevine, Texas",,13,"33,000","$8,850.7",-4.1%,$-673.0,-2039.5%,"$4,044.3",-,"$1,336.2",-,-7.6%,-16.6%,-50.4%,-6.59,-2038.2%,-,-,-21.7%,-19.0%,-1.7%,39,4859,Consumer Discretionary,11,64.0,0.73,10.0,359153,0.18
