,Company,Market Value (M),rank_change1000,employees,rank_change500,CEO,CEO Title,Sector,Industry_x,HQ Location,Website,Years on Fortune 500 List,Employees,Revenues ($M),Revenues ($M)Growth,Profits ($M),Profits ($M)Growth,Assets ($M),Assets ($M)Growth,Total Stockholder Equity ($M),Total Stockholder Equity ($M)Growth,Profit as % of Revenues,Profits as % of Assets,Profits as % of Stockholder Equity,Earnings Per Share ($),EPS % Change (from 2017),EPS % Change (5 year annual rate),EPS % Change (10 year annual rate),Total Return to Investors (2018),"Total Return to Investors (5 year, annualized)","Total Return to Investors (10 year, annualized)",Market Cap (M),Industry_y,No_Directors,Median_age,Board_Independance,Median_Tenure,Median_pay,women_on_board,GD_CEO,GD_Approval,GD CEO Rank,HBR CEO Rank,HBR_CEO,HBR_Industry,HBR_Country,HBR_YearStarted,HBR_Insider,HBR_MBA,HBR_finrank,HBR_sustainalytics,HBR_csrhub,HBR Ranked,GD Ranked,GD & HBR Ranked,MarketSize: < 250 million,"MarketSize: 250 ~ 1,000 million","MarketSize: 1,001 ~ 5,000 million","MarketSize: 5,001 ~ 50,000 million",MarketSize: 50 Billion +,Aerospace & Defense,Apparel,Business Services,Chemicals,Energy,Engineering & Construction,Financials,Food & Drug Stores,"Food, Beverages & Tobacco",Health Care,"Hotels, Restaurants & Leisure",Household Products,Industrials,Materials,Media,Motor Vehicles & Parts,Retailing,Technology,Telecommunications,Transportation,Wholesalers,State,Region,Midwest,Northeast,South,West,Division,East North Central,East South Central,Middle Atlantic,Mountain,New England,Pacific,South Atlantic,West North Central,West South Central
931,hexcel,5869.5,28.0,6626.0,,Nick L. Stanage,"Chairman, President &amp; Chief Executive Officer",Aerospace &amp; Defense,Aerospace and Defense,"Stamford, Conn.",,,6626.0,2189.1,10.9,276.6,-2.6,2824.1,,1322.0,,12.6,9.8,20.9,3.11,0.6,11.1,10.6,-6.5,5.8,23.2,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Connecticut,Northeast,0,1,0,0,New England,0,0,0,0,1,0,0,0,0
932,cabotoil&gas,11049.9,,483.0,,Dan O. Dinges,"Chairman, President &amp; Chief Executive Officer",Energy,"Mining, Crude-Oil Production","Houston, Texas",,,483.0,2188.1,24.0,557.0,454.9,4198.8,,2088.2,,25.5,13.3,26.7,1.24,463.6,13.4,9.1,-21.0,-10.0,13.6,8985.0,Energy,5.0,68.0,0.8,9.0,295563.0,0.0,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Texas,South,0,0,1,0,West South Central,0,0,0,0,0,0,0,0,1
933,comfortsystemsusa,1931.6,,9900.0,,Brian E. Lane,"President, Chief Executive Officer &amp; Director",Engineering &amp; Construction,"Engineering, Construction","Houston, Texas",,,9900.0,2182.9,22.1,112.9,104.3,1062.6,,498.0,,5.2,10.6,22.7,3.0,104.1,32.7,9.2,0.8,18.8,16.7,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Texas,South,0,0,1,0,West South Central,0,0,0,0,0,0,0,0,1
934,diamondbackenergy,16689.7,,711.0,,Travis D. Stice,Chief Executive Officer &amp; Director,Energy,"Mining, Crude-Oil Production","Midland, Texas",,,711.0,2176.3,80.6,845.7,75.4,21595.7,,13699.3,,38.9,3.9,6.2,8.06,63.2,44.3,,-26.3,12.0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Texas,South,0,0,1,0,West South Central,0,0,0,0,0,0,0,0,1
935,vornadorealtytrust,12849.7,-72.0,3928.0,,Steven Roth,Chairman &amp; Chief Executive Officer,Financials,Real estate,"New York, N.Y.",,,3928.0,2164.8,-7.7,450.0,97.9,17180.8,,4465.2,,20.8,2.6,10.1,2.01,136.5,-0.8,-0.6,-17.8,2.0,7.2,18953.0,Financials,9.0,74.0,0.78,19.0,174409.0,0.11,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,New York,Northeast,0,1,0,0,Middle Atlantic,0,0,1,0,0,0,0,0,0
936,teradata,5134.8,-17.0,10152.0,,Oliver Ratzesberger,"President, Chief Executive Officer &amp; Director",Technology,Information Technology Services,"San Diego, Calif.",,,10152.0,2164.0,0.4,30.0,,2360.0,,495.0,,1.4,1.3,6.1,0.25,,-35.7,-15.8,-0.3,-3.4,10.0,3738.0,Information Technology,11.0,66.0,0.82,8.0,299107.0,0.18,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,California,West,0,0,0,1,Pacific,0,0,0,0,0,1,0,0,0
937,pcm,448.6,-27.0,3997.0,,Frank F. Khulusi,Chairman &amp; Chief Executive Officer,Wholesalers,,"El Segundo, Calif.",,,3997.0,2164.0,-1.3,22.8,636.8,721.0,,152.9,,1.1,3.2,14.9,1.83,662.5,21.9,10.2,77.9,11.4,15.9,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,California,West,0,0,0,1,Pacific,0,0,0,0,0,1,0,0,0
938,f5networks,9328.1,-7.0,4409.0,,,"President, Chief Executive Officer &amp; Director",Technology,Network and Other Communications Equipment,"Seattle, Wash.",,,4409.0,2161.4,3.4,453.7,7.8,2605.5,,1285.5,,21.0,17.4,35.3,7.32,12.6,15.9,23.5,23.5,12.3,21.6,7729.0,Information Technology,10.0,57.0,0.8,3.5,285058.0,0.2,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Washington,West,0,0,0,1,Pacific,0,0,0,0,0,1,0,0,0
939,carpentertechnology,2172.4,,4800.0,,Tony R. Thene,"President, Chief Executive Officer &amp; Director",Materials,Metals,"Philadelphia, Pa.",,,4800.0,2157.7,20.0,188.5,301.1,3007.0,,1485.9,,8.7,6.3,12.7,3.92,296.0,7.5,-3.7,-29.1,-9.0,7.6,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Pennsylvania,Northeast,0,1,0,0,Middle Atlantic,0,0,1,0,0,0,0,0,0
940,lyft,22381.3,,4791.0,,Logan Green,Chief Executive Officer &amp; Director,Technology,Internet Services and Retailing,"San Francisco, Calif.",,,4791.0,2156.6,103.5,-911.3,,3760.0,,2280.8,,-42.3,-24.2,-40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,California,West,0,0,0,1,Pacific,0,0,0,0,0,1,0,0,0
941,libertyoilfieldservices,1728.5,,2437.0,,Christopher A. Wright,Chairman &amp; Chief Executive Officer,Energy,"Oil and Gas Equipment, Services","Denver, Colo.",,,2437.0,2155.1,44.7,126.4,-25.0,1116.5,,433.1,,5.9,11.3,29.2,1.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Colorado,West,0,0,0,1,Mountain,0,0,0,1,0,0,0,0,0
942,aristanetworks,23814.3,,2300.0,,Jayshree Ullal,"President, Chief Executive Officer &amp; Director",Technology,Network and Other Communications Equipment,"Santa Clara, Calif.",,,2300.0,2151.4,30.7,328.1,-22.5,3082.0,,2143.4,,15.3,10.6,15.3,4.06,-24.1,,,-10.6,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,California,West,0,0,0,1,Pacific,0,0,0,0,0,1,0,0,0
943,deltatuckerholdings,,12.0,7500.0,,George C. Krivo,Chief Executive Officer &amp; Director,Aerospace &amp; Defense,Aerospace and Defense,"McLean, Va.",,,7500.0,2148.3,7.2,84.5,176.1,718.3,,-111.8,,3.9,11.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Virginia,South,0,0,1,0,South Atlantic,0,0,0,0,0,0,1,0,0
944,centurycommunities,726.2,,1389.0,,,Chairman &amp; Co-Chief Executive Officer,Engineering &amp; Construction,Homebuilders,"Greenwood Village, Colo.",,,1389.0,2147.4,50.8,96.5,91.8,2254.3,,859.4,,4.5,4.3,11.2,3.17,56.2,,,-44.5,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Colorado,West,0,0,0,1,Mountain,0,0,0,1,0,0,0,0,0
945,griffon,864.2,12.0,7200.0,,Ronald J. Kramer,Chairman &amp; Chief Executive Officer,Materials,"Building Materials, Glass","New York, N.Y.",,,7200.0,2144.2,8.0,125.7,742.8,2084.9,,474.4,,5.9,6.0,26.5,2.96,745.7,111.5,,-45.1,-2.4,2.5,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,New York,Northeast,0,1,0,0,Middle Atlantic,0,0,1,0,0,0,0,0,0
946,maxartechnologies,239.5,,6100.0,,Daniel L. Jablonsky,"President, Chief Executive Officer &amp; Director",Aerospace &amp; Defense,Aerospace and Defense,"Westminster, Colo.",,,6100.0,2141.0,31.3,-1264.0,-2279.3,5001.0,,643.0,,-59.0,-25.3,-196.6,-21.76,-1654.3,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Colorado,West,0,0,0,1,Mountain,0,0,0,1,0,0,0,0,0
947,cadencedesignsystems,17858.1,22.0,7499.0,,Lip-Bu Tan,Chief Executive Officer &amp; Director,Technology,Computer Software,"San Jose, Calif.",,,7499.0,2138.0,10.0,345.8,69.4,2468.7,,1288.4,,16.2,14.0,26.8,1.23,68.5,17.0,,4.0,25.4,28.1,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,California,West,0,0,0,1,Pacific,0,0,0,0,0,1,0,0,0
948,keane,1137.0,,2833.0,,Robert W. Drummond,Chief Executive Officer &amp; Director,Energy,"Oil and Gas Equipment, Services","Houston, Texas",,,2833.0,2137.0,38.6,59.3,,1054.6,,487.2,,2.8,5.6,12.2,0.54,,,,-57.0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Texas,South,0,0,1,0,West South Central,0,0,0,0,0,0,0,0,1
949,amnhealthcareservices,2206.9,7.0,2920.0,,Susan R. Salka,"President, Chief Executive Officer &amp; Director",Health Care,,"San Diego, Calif.",,,2920.0,2136.1,7.4,141.7,6.9,1492.7,,639.0,,6.6,9.5,22.2,2.91,8.6,33.4,11.1,15.0,31.0,20.9,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,California,West,0,0,0,1,Pacific,0,0,0,0,0,1,0,0,0
950,rayonieradvancedmaterials,675.3,,4200.0,,Paul G. Boynton,"Chairman, President &amp; Chief Executive Officer",Chemicals,Chemicals,"Jacksonville, Fla.",,,4200.0,2134.4,122.0,128.4,-60.5,2679.1,,706.9,,6.0,4.8,18.2,1.96,-66.3,,,-47.0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Florida,South,0,0,1,0,South Atlantic,0,0,0,0,0,0,1,0,0
951,chico'sfas,497.4,-71.0,11751.0,,Bonnie R. Brooks,Interim Chief Executive Officer &amp; Director,Retailing,,"Fort Myers, Fla.",,,11751.0,2131.1,-6.6,35.6,-64.7,1007.0,,580.0,,1.7,3.5,6.1,0.28,-64.6,-7.3,,-33.4,-19.2,5.1,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Florida,South,0,0,1,0,South Atlantic,0,0,0,0,0,0,1,0,0
952,superiorenergyservices,728.2,38.0,6600.0,,David D. Dunlap,"President, Chief Executive Officer &amp; Director",Energy,"Oil and Gas Equipment, Services","Houston, Texas",,,6600.0,2130.3,13.7,-858.1,,2216.0,,290.7,,-40.3,-38.7,-295.1,-5.56,,,,-65.2,-33.4,-14.1,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Texas,South,0,0,1,0,West South Central,0,0,0,0,0,0,0,0,1
953,express,284.6,-27.0,10520.0,,Timothy G. Baxter,Chief Executive Officer &amp; Director,Retailing,,"Columbus, Ohio",,,10520.0,2116.3,-1.0,9.6,-50.3,1086.6,,585.2,,0.5,0.9,1.6,0.13,-48.0,-37.6,,-49.7,-22.8,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Ohio,Midwest,1,0,0,0,East North Central,1,0,0,0,0,0,0,0,0
954,siteonelandscapesupply,2341.9,41.0,4137.0,,Doug Black,Chairman &amp; Chief Executive Officer,Wholesalers,,"Roswell, Ga.",,,4137.0,2112.3,13.5,73.9,35.3,1168.5,,301.8,,3.5,6.3,24.5,1.73,34.1,,,-27.9,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Georgia,South,0,0,1,0,South Atlantic,0,0,0,0,0,0,1,0,0
955,beazerhomesusa,369.9,27.0,1280.0,,Allan P. Merrill,"President, Chief Executive Officer &amp; Director",Engineering &amp; Construction,Homebuilders,"Atlanta, Ga.",,,1280.0,2107.8,10.0,-45.4,-242.6,2128.1,,644.0,,-2.2,-2.1,-7.0,-1.41,-242.4,,,-50.7,-17.2,1.8,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Georgia,South,0,0,1,0,South Atlantic,0,0,0,0,0,0,1,0,0
956,allscriptshealthcaresolutions,1634.5,,9500.0,,Paul M. Black,Chief Executive Officer &amp; Director,Health Care,,"Chicago, Ill.",,,9500.0,2105.0,15.8,363.7,,3181.5,,1551.1,,17.3,11.4,23.5,2.04,,,20.7,-33.7,-9.0,-0.3,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Illinois,Midwest,1,0,0,0,East North Central,1,0,0,0,0,0,0,0,0
957,modinemanufacturing,702.2,,11700.0,,Thomas A. Burke,"President, Chief Executive Officer &amp; Director",Motor Vehicles &amp; Parts,Motor Vehicles and Parts,"Racine, Wis.",,,11700.0,2103.1,39.9,22.2,56.3,1573.4,,490.1,,1.1,1.4,4.5,0.43,48.3,,,-46.5,-3.4,8.3,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Wisconsin,Midwest,1,0,0,0,East North Central,1,0,0,0,0,0,0,0,0
958,summitmaterials,1772.2,16.0,6000.0,,Thomas W. Hill,"President, Chief Executive Officer &amp; Director",Materials,"Building Materials, Glass","Denver, Colo.",,,6000.0,2101.0,8.7,33.9,-72.2,3857.6,,1327.7,,1.6,0.9,2.6,0.3,-73.0,,,-60.6,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Colorado,West,0,0,0,1,Mountain,0,0,0,1,0,0,0,0,0
959,teradyne,6899.4,-32.0,4900.0,,Mark E. Jagiela,"President, Chief Executive Officer &amp; Director",Technology,Semiconductors and Other Electronic Components,"North Reading, Mass.",,,4900.0,2100.8,-1.7,451.8,75.3,2706.6,,1522.4,,21.5,16.7,29.7,2.35,83.6,27.4,,-24.3,13.4,22.8,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Massachusetts,Northeast,0,1,0,0,New England,0,0,0,0,1,0,0,0,0
960,echostar,3475.3,-12.0,2200.0,,Michael T. Dugan,"President, Chief Executive Officer &amp; Director",Technology,Network and Other Communications Equipment,"Englewood, Colo.",,,2200.0,2091.4,2.6,-40.5,-110.3,8661.3,,4140.2,,-1.9,-0.5,-1.0,-0.42,-110.3,,,-38.7,-5.9,9.5,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Colorado,West,0,0,0,1,Mountain,0,0,0,1,0,0,0,0,0
961,spxflow,1356.8,5.0,7000.0,,Marcus G. Michael,"President, Chief Executive Officer &amp; Director",Industrials,Industrial Machinery,"Charlotte, N.C.",,,7000.0,2090.1,7.1,44.0,-5.2,2551.8,,952.8,,2.1,1.7,4.6,1.03,-6.4,,,-36.0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,North Carolina,South,0,0,1,0,South Atlantic,0,0,0,0,0,0,1,0,0
962,williamlyonhomes,596.0,,870.0,,Matthew R. Zaist,"President, Chief Executive Officer &amp; Director",Engineering &amp; Construction,Homebuilders,"Newport Beach, Calif.",,,870.0,2087.2,16.2,91.6,90.3,2929.8,,863.3,,4.4,3.1,10.6,2.32,87.1,-14.1,,-63.2,-13.6,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,California,West,0,0,0,1,Pacific,0,0,0,0,0,1,0,0,0
963,evercore,3730.6,,1700.0,,Ralph L. Schlosstein,"President, Chief Executive Officer &amp; Director",Financials,Securities,"New York, N.Y.",,,1700.0,2082.5,20.8,377.2,200.7,2125.7,,758.1,,18.1,17.7,49.8,8.33,197.5,43.3,,-18.9,5.8,21.8,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,New York,Northeast,0,1,0,0,Middle Atlantic,0,0,1,0,0,0,0,0,0
964,whitingpetroleum,2400.6,,755.0,,Bradley J. Holly,"Chairman, President &amp; Chief Executive Officer",Energy,"Mining, Crude-Oil Production","Denver, Colo.",,,755.0,2081.4,40.5,342.5,,7759.6,,4270.3,,16.5,4.4,8.0,3.73,,-21.2,-10.9,-14.3,-38.0,-10.3,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Colorado,West,0,0,0,1,Mountain,0,0,0,1,0,0,0,0,0
965,mksinstruments,5045.6,18.0,4851.0,,Gerald G. Colella,Chief Executive Officer &amp; Director,Technology,Semiconductors and Other Electronic Components,"Andover, Mass.",,,4851.0,2075.1,8.3,392.9,15.9,2614.2,,1873.2,,18.9,15.0,21.0,7.14,15.9,60.5,28.3,-31.0,18.3,17.5,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Massachusetts,Northeast,0,1,0,0,New England,0,0,0,0,1,0,0,0,0
966,ferrellgaspartners,127.3,10.0,4037.0,,James E. Ferrell,"Chairman, President &amp; Chief Executive Officer",Energy,Energy,"Overland Park, Kans.",,,4037.0,2073.1,7.4,-254.6,,1363.3,,-1027.8,,-12.3,-18.7,,-2.59,,,,-86.3,-48.4,-21.1,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kansas,Midwest,1,0,0,0,West North Central,0,0,0,0,0,0,0,1,0
967,tupperwarebrands,1244.9,-74.0,12000.0,,Patricia A. Stitzel,"President, Chief Executive Officer &amp; Director",Household Products,Household and Personal Products,"Orlando, Fla.",,,12000.0,2069.7,-8.2,155.9,,1308.8,,-235.2,,7.5,11.9,,3.11,,-9.7,2.0,-46.5,-15.9,7.1,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Florida,South,0,0,1,0,South Atlantic,0,0,0,0,0,0,1,0,0
968,smenergy,1963.1,,611.0,,Javan D. Ottoson,"President, Chief Executive Officer &amp; Director",Energy,"Mining, Crude-Oil Production","Denver, Colo.",,,611.0,2067.1,83.0,508.4,,6352.9,,2920.3,,24.6,8.0,17.4,4.48,,12.3,11.9,-29.6,-28.3,-2.4,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Colorado,West,0,0,0,1,Mountain,0,0,0,1,0,0,0,0,0
969,rexnord,2633.9,12.0,8300.0,,Todd A. Adams,"President, Chief Executive Officer &amp; Director",Industrials,Industrial Machinery,"Milwaukee, Wis.",,,8300.0,2066.0,7.7,75.9,2.4,3423.7,,1212.7,,3.7,2.2,6.3,0.5,-21.9,0.0,,-11.8,-3.2,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Wisconsin,Midwest,1,0,0,0,East North Central,1,0,0,0,0,0,0,0,0
970,eldoradoresorts,3615.4,,18700.0,,Thomas R. Reeg,Chief Executive Officer &amp; Director,"Hotels, Restaurants &amp; Leisure","Hotels, Casinos, Resorts","Reno, Nev.",,,18700.0,2056.0,39.5,95.2,28.8,5911.5,,1029.2,,4.6,1.6,9.3,1.22,11.9,,,9.2,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Nevada,West,0,0,0,1,Mountain,0,0,0,1,0,0,0,0,0
971,nuancecommunications,4832.1,-1.0,10400.0,,Sanjay Dhawan,Chief Executive Officer &amp; Director,Technology,Computer Software,"Burlington, Mass.",,,10400.0,2051.7,5.8,-159.9,,5302.4,,1717.5,,-7.8,-3.0,-9.3,-0.55,,,,-19.1,-2.7,2.5,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Massachusetts,Northeast,0,1,0,0,New England,0,0,0,0,1,0,0,0,0
972,newmark,1485.8,,5200.0,,Barry M. Gosin,Chief Executive Officer &amp; Director,Financials,Real estate,"New York, N.Y.",,,5200.0,2047.6,28.3,106.7,-26.1,3454.2,,567.6,,5.2,3.1,18.8,0.64,-24.7,,,-48.3,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,New York,Northeast,0,1,0,0,Middle Atlantic,0,0,1,0,0,0,0,0,0
973,ensign,2697.5,25.0,23463.0,,Barry R. Port,Chief Executive Officer &amp; Director,Health Care,,"Mission Viejo, Calif.",,,23463.0,2040.7,10.3,92.4,128.2,1182.0,,590.9,,4.5,7.8,15.6,1.7,120.8,25.8,9.8,75.8,25.8,24.2,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,California,West,0,0,0,1,Pacific,0,0,0,0,0,1,0,0,0
974,esterlinetechnologies,,-20.0,12609.0,,Robert Henderson,"President, Chief Executive Officer &amp; Director",Aerospace &amp; Defense,Aerospace and Defense,"Bellevue, Wash.",,,12609.0,2034.8,1.5,69.5,-37.7,3036.9,,1831.8,,3.4,2.3,3.8,2.34,-37.1,-14.7,-5.3,62.6,3.6,12.4,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Washington,West,0,0,0,1,Pacific,0,0,0,0,0,1,0,0,0
975,universal,1439.0,-38.0,24000.0,,George C. Freeman III,"Chairman, President &amp; Chief Executive Officer","Food, Beverages &amp; Tobacco",Tobacco,"Richmond, Va.",,,24000.0,2033.9,-1.8,105.7,-0.6,2168.6,,1342.4,,5.2,4.9,7.9,4.14,370.5,-2.3,1.1,7.9,3.9,10.6,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Virginia,South,0,0,1,0,South Atlantic,0,0,0,0,0,0,1,0,0
976,conturaenergy,1111.3,,4420.0,,David J. Stetson,Co-Chief Executive Officer &amp; Director,Energy,"Mining, Crude-Oil Production","Bristol, Tenn.",,,4420.0,2032.5,1.8,299.2,93.6,2746.1,,1071.1,,14.7,10.9,27.9,25.54,78.0,,,10.7,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tennessee,South,0,0,1,0,East South Central,0,1,0,0,0,0,0,0,0
977,fticonsulting,2908.7,,4768.0,,Steven H. Gunby,"President, Chief Executive Officer &amp; Director",Business Services,Miscellaneous,"Washington, D.C.",,,4768.0,2027.9,12.2,150.6,39.5,2379.1,,1348.8,,7.4,6.3,11.2,3.93,42.9,,5.3,55.1,10.1,4.1,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,District of Columbia,South,0,0,1,0,South Atlantic,0,0,0,0,0,0,1,0,0
978,generacholdings,3182.9,,5355.0,,Aaron P. Jagdfeld,"President, Chief Executive Officer &amp; Director",Industrials,Industrial Machinery,"Waukesha, Wis.",,,5355.0,2023.5,21.0,238.3,49.5,2426.3,,760.5,,11.8,9.8,31.3,3.54,38.3,7.1,,0.4,-2.6,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Wisconsin,Midwest,1,0,0,0,East North Central,1,0,0,0,0,0,0,0,0
979,winnebagoindustries,992.9,,4700.0,,Michael J. Happe,"President, Chief Executive Officer &amp; Director",Motor Vehicles &amp; Parts,Motor Vehicles and Parts,"Forest City, Iowa",,,4700.0,2016.8,30.4,102.4,43.5,1051.8,,534.4,,5.1,9.7,19.2,3.22,38.8,23.3,41.5,-56.0,-1.3,15.6,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Iowa,Midwest,1,0,0,0,West North Central,0,0,0,0,0,0,0,1,0
