,Company,revenues,rev_perc_change,profit,prof_perc_change,assets,market_value,rank_change1000,employees,rank_change500,CEO,CEO Title,Sector,Industry_x,HQ Location,Website,Years on Fortune 500 List,Employees,Revenues ($M),Revenues ($M)Growth,Profits ($M),Profits ($M)Growth,Assets ($M),Assets ($M)Growth,Total Stockholder Equity ($M),Total Stockholder Equity ($M)Growth,Profit as % of Revenues,Profits as % of Assets,Profits as % of Stockholder Equity,Earnings Per Share ($),EPS % Change (from 2017),EPS % Change (5 year annual rate),EPS % Change (10 year annual rate),Total Return to Investors (2018),"Total Return to Investors (5 year, annualized)","Total Return to Investors (10 year, annualized)",Unnamed: 0_y,Market Cap,Industry_y,No_Directors,Median_age,Board_Independance,Median_Tenure,Median_pay,women_on_board,GD_CEO,GD_Approval,GD CEO Rank,HBR CEO Rank,HBR_CEO,HBR_Industry,HBR_Country,HBR_YearStarted,HBR_Insider,HBR_MBA,HBR_finrank,HBR_sustainalytics,HBR_csrhub
942,aristanetworks,"$2,151.4",30.7%,$328.1,-22.5%,"$3,082.0","$23,814.3",-,"2,300",-,Jayshree Ullal,"President, Chief Executive Officer &amp; Director",Technology,Network and Other Communications Equipment,"Santa Clara, Calif.",,-,"2,300","$2,151.4",30.7%,$328.1,-22.5%,"$3,082.0",-,"$2,143.4",-,15.3%,10.6%,15.3%,4.06,-24.1%,-,-,-10.6%,-,-,,,,,,,,,,,,,,,,,,,,,,
943,deltatuckerholdings,"$2,148.3",7.2%,$84.5,176.1%,$718.3,-,12,"7,500",-,George C. Krivo,Chief Executive Officer &amp; Director,Aerospace &amp; Defense,Aerospace and Defense,"McLean, Va.",,-,"7,500","$2,148.3",7.2%,$84.5,176.1%,$718.3,-,$-111.8,-,3.9%,11.8%,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,
944,centurycommunities,"$2,147.4",50.8%,$96.5,91.8%,"$2,254.3",$726.2,-,"1,389",-,,Chairman &amp; Co-Chief Executive Officer,Engineering &amp; Construction,Homebuilders,"Greenwood Village, Colo.",,-,"1,389","$2,147.4",50.8%,$96.5,91.8%,"$2,254.3",-,$859.4,-,4.5%,4.3%,11.2%,3.17,56.2%,-,-,-44.5%,-,-,,,,,,,,,,,,,,,,,,,,,,
945,griffon,"$2,144.2",8.0%,$125.7,742.8%,"$2,084.9",$864.2,12,"7,200",-,Ronald J. Kramer,Chairman &amp; Chief Executive Officer,Materials,"Building Materials, Glass","New York, N.Y.",,-,"7,200","$2,144.2",8.0%,$125.7,742.8%,"$2,084.9",-,$474.4,-,5.9%,6.0%,26.5%,2.96,745.7%,111.5%,-,-45.1%,-2.4%,2.5%,,,,,,,,,,,,,,,,,,,,,,
946,maxartechnologies,"$2,141.0",31.3%,"$-1,264.0",-2279.3%,"$5,001.0",$239.5,-,"6,100",-,Daniel L. Jablonsky,"President, Chief Executive Officer &amp; Director",Aerospace &amp; Defense,Aerospace and Defense,"Westminster, Colo.",,-,"6,100","$2,141.0",31.3%,"$-1,264.0",-2279.3%,"$5,001.0",-,$643.0,-,-59.0%,-25.3%,-196.6%,-21.76,-1654.3%,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,
947,cadencedesignsystems,"$2,138.0",10.0%,$345.8,69.4%,"$2,468.7","$17,858.1",22,"7,499",-,Lip-Bu Tan,Chief Executive Officer &amp; Director,Technology,Computer Software,"San Jose, Calif.",,-,"7,499","$2,138.0",10.0%,$345.8,69.4%,"$2,468.7",-,"$1,288.4",-,16.2%,14.0%,26.8%,1.23,68.5%,17.0%,-,4.0%,25.4%,28.1%,,,,,,,,,,,,,,,,,,,,,,
948,keanegroup,"$2,137.0",38.6%,$59.3,-,"$1,054.6","$1,137.0",-,"2,833",-,Robert W. Drummond,Chief Executive Officer &amp; Director,Energy,"Oil and Gas Equipment, Services","Houston, Texas",,-,"2,833","$2,137.0",38.6%,$59.3,-,"$1,054.6",-,$487.2,-,2.8%,5.6%,12.2%,0.54,-,-,-,-57.0%,-,-,,,,,,,,,,,,,,,,,,,,,,
949,amnhealthcareservices,"$2,136.1",7.4%,$141.7,6.9%,"$1,492.7","$2,206.9",7,"2,920",-,Susan R. Salka,"President, Chief Executive Officer &amp; Director",Health Care,,"San Diego, Calif.",,-,"2,920","$2,136.1",7.4%,$141.7,6.9%,"$1,492.7",-,$639.0,-,6.6%,9.5%,22.2%,2.91,8.6%,33.4%,11.1%,15.0%,31.0%,20.9%,,,,,,,,,,,,,,,,,,,,,,
950,rayonieradvancedmaterials,"$2,134.4",122.0%,$128.4,-60.5%,"$2,679.1",$675.3,-,"4,200",-,Paul G. Boynton,"Chairman, President &amp; Chief Executive Officer",Chemicals,Chemicals,"Jacksonville, Fla.",,-,"4,200","$2,134.4",122.0%,$128.4,-60.5%,"$2,679.1",-,$706.9,-,6.0%,4.8%,18.2%,1.96,-66.3%,-,-,-47.0%,-,-,,,,,,,,,,,,,,,,,,,,,,
951,chico'sfas,"$2,131.1",-6.6%,$35.6,-64.7%,"$1,007.0",$497.4,-71,"11,751",-,Bonnie R. Brooks,Interim Chief Executive Officer &amp; Director,Retailing,,"Fort Myers, Fla.",,-,"11,751","$2,131.1",-6.6%,$35.6,-64.7%,"$1,007.0",-,$580.0,-,1.7%,3.5%,6.1%,0.28,-64.6%,-7.3%,-,-33.4%,-19.2%,5.1%,,,,,,,,,,,,,,,,,,,,,,
952,superiorenergyservices,"$2,130.3",13.7%,$-858.1,-,"$2,216.0",$728.2,38,"6,600",-,David D. Dunlap,"President, Chief Executive Officer &amp; Director",Energy,"Oil and Gas Equipment, Services","Houston, Texas",,-,"6,600","$2,130.3",13.7%,$-858.1,-,"$2,216.0",-,$290.7,-,-40.3%,-38.7%,-295.1%,-5.56,-,-,-,-65.2%,-33.4%,-14.1%,,,,,,,,,,,,,,,,,,,,,,
953,express,"$2,116.3",-1.0%,$9.6,-50.3%,"$1,086.6",$284.6,-27,"10,520",-,Timothy G. Baxter,Chief Executive Officer &amp; Director,Retailing,,"Columbus, Ohio",,-,"10,520","$2,116.3",-1.0%,$9.6,-50.3%,"$1,086.6",-,$585.2,-,0.5%,0.9%,1.6%,0.13,-48.0%,-37.6%,-,-49.7%,-22.8%,-,,,,,,,,,,,,,,,,,,,,,,
954,siteonelandscapesupply,"$2,112.3",13.5%,$73.9,35.3%,"$1,168.5","$2,341.9",41,"4,137",-,Doug Black,Chairman &amp; Chief Executive Officer,Wholesalers,,"Roswell, Ga.",,-,"4,137","$2,112.3",13.5%,$73.9,35.3%,"$1,168.5",-,$301.8,-,3.5%,6.3%,24.5%,1.73,34.1%,-,-,-27.9%,-,-,,,,,,,,,,,,,,,,,,,,,,
955,beazerhomesusa,"$2,107.8",10.0%,$-45.4,-242.6%,"$2,128.1",$369.9,27,"1,280",-,Allan P. Merrill,"President, Chief Executive Officer &amp; Director",Engineering &amp; Construction,Homebuilders,"Atlanta, Ga.",,-,"1,280","$2,107.8",10.0%,$-45.4,-242.6%,"$2,128.1",-,$644.0,-,-2.2%,-2.1%,-7.0%,-1.41,-242.4%,-,-,-50.7%,-17.2%,1.8%,,,,,,,,,,,,,,,,,,,,,,
956,allscriptshealthcaresolutions,"$2,105.0",15.8%,$363.7,-,"$3,181.5","$1,634.5",-,"9,500",-,Paul M. Black,Chief Executive Officer &amp; Director,Health Care,,"Chicago, Ill.",,-,"9,500","$2,105.0",15.8%,$363.7,-,"$3,181.5",-,"$1,551.1",-,17.3%,11.4%,23.5%,2.04,-,-,20.7%,-33.7%,-9.0%,-0.3%,,,,,,,,,,,,,,,,,,,,,,
957,modinemanufacturing,"$2,103.1",39.9%,$22.2,56.3%,"$1,573.4",$702.2,-,"11,700",-,Thomas A. Burke,"President, Chief Executive Officer &amp; Director",Motor Vehicles &amp; Parts,Motor Vehicles and Parts,"Racine, Wis.",,-,"11,700","$2,103.1",39.9%,$22.2,56.3%,"$1,573.4",-,$490.1,-,1.1%,1.4%,4.5%,0.43,48.3%,-,-,-46.5%,-3.4%,8.3%,,,,,,,,,,,,,,,,,,,,,,
958,summitmaterials,"$2,101.0",8.7%,$33.9,-72.2%,"$3,857.6","$1,772.2",16,"6,000",-,Thomas W. Hill,"President, Chief Executive Officer &amp; Director",Materials,"Building Materials, Glass","Denver, Colo.",,-,"6,000","$2,101.0",8.7%,$33.9,-72.2%,"$3,857.6",-,"$1,327.7",-,1.6%,0.9%,2.6%,0.3,-73.0%,-,-,-60.6%,-,-,,,,,,,,,,,,,,,,,,,,,,
959,teradyne,"$2,100.8",-1.7%,$451.8,75.3%,"$2,706.6","$6,899.4",-32,"4,900",-,Mark E. Jagiela,"President, Chief Executive Officer &amp; Director",Technology,Semiconductors and Other Electronic Components,"North Reading, Mass.",,-,"4,900","$2,100.8",-1.7%,$451.8,75.3%,"$2,706.6",-,"$1,522.4",-,21.5%,16.7%,29.7%,2.35,83.6%,27.4%,-,-24.3%,13.4%,22.8%,,,,,,,,,,,,,,,,,,,,,,
960,echostar,"$2,091.4",2.6%,$-40.5,-110.3%,"$8,661.3","$3,475.3",-12,"2,200",-,Michael T. Dugan,"President, Chief Executive Officer &amp; Director",Technology,Network and Other Communications Equipment,"Englewood, Colo.",,-,"2,200","$2,091.4",2.6%,$-40.5,-110.3%,"$8,661.3",-,"$4,140.2",-,-1.9%,-0.5%,-1.0%,-0.42,-110.3%,-,-,-38.7%,-5.9%,9.5%,,,,,,,,,,,,,,,,,,,,,,
961,spxflow,"$2,090.1",7.1%,$44.0,-5.2%,"$2,551.8","$1,356.8",5,"7,000",-,Marcus G. Michael,"President, Chief Executive Officer &amp; Director",Industrials,Industrial Machinery,"Charlotte, N.C.",,-,"7,000","$2,090.1",7.1%,$44.0,-5.2%,"$2,551.8",-,$952.8,-,2.1%,1.7%,4.6%,1.03,-6.4%,-,-,-36.0%,-,-,,,,,,,,,,,,,,,,,,,,,,
962,williamlyonhomes,"$2,087.2",16.2%,$91.6,90.3%,"$2,929.8",$596.0,-,870,-,Matthew R. Zaist,"President, Chief Executive Officer &amp; Director",Engineering &amp; Construction,Homebuilders,"Newport Beach, Calif.",,-,870,"$2,087.2",16.2%,$91.6,90.3%,"$2,929.8",-,$863.3,-,4.4%,3.1%,10.6%,2.32,87.1%,-14.1%,-,-63.2%,-13.6%,-,,,,,,,,,,,,,,,,,,,,,,
963,evercore,"$2,082.5",20.8%,$377.2,200.7%,"$2,125.7","$3,730.6",-,"1,700",-,Ralph L. Schlosstein,"President, Chief Executive Officer &amp; Director",Financials,Securities,"New York, N.Y.",,-,"1,700","$2,082.5",20.8%,$377.2,200.7%,"$2,125.7",-,$758.1,-,18.1%,17.7%,49.8%,8.33,197.5%,43.3%,-,-18.9%,5.8%,21.8%,,,,,,,,,,,,,,,,,,,,,,
964,whitingpetroleum,"$2,081.4",40.5%,$342.5,-,"$7,759.6","$2,400.6",-,755,-,Bradley J. Holly,"Chairman, President &amp; Chief Executive Officer",Energy,"Mining, Crude-Oil Production","Denver, Colo.",,-,755,"$2,081.4",40.5%,$342.5,-,"$7,759.6",-,"$4,270.3",-,16.5%,4.4%,8.0%,3.73,-,-21.2%,-10.9%,-14.3%,-38.0%,-10.3%,,,,,,,,,,,,,,,,,,,,,,
965,mksinstruments,"$2,075.1",8.3%,$392.9,15.9%,"$2,614.2","$5,045.6",18,"4,851",-,Gerald G. Colella,Chief Executive Officer &amp; Director,Technology,Semiconductors and Other Electronic Components,"Andover, Mass.",,-,"4,851","$2,075.1",8.3%,$392.9,15.9%,"$2,614.2",-,"$1,873.2",-,18.9%,15.0%,21.0%,7.14,15.9%,60.5%,28.3%,-31.0%,18.3%,17.5%,,,,,,,,,,,,,,,,,,,,,,
966,ferrellgaspartners,"$2,073.1",7.4%,$-254.6,-,"$1,363.3",$127.3,10,"4,037",-,James E. Ferrell,"Chairman, President &amp; Chief Executive Officer",Energy,Energy,"Overland Park, Kans.",,-,"4,037","$2,073.1",7.4%,$-254.6,-,"$1,363.3",-,"$-1,027.8",-,-12.3%,-18.7%,-,-2.59,-,-,-,-86.3%,-48.4%,-21.1%,,,,,,,,,,,,,,,,,,,,,,
967,tupperwarebrands,"$2,069.7",-8.2%,$155.9,-,"$1,308.8","$1,244.9",-74,"12,000",-,Patricia A. Stitzel,"President, Chief Executive Officer &amp; Director",Household Products,Household and Personal Products,"Orlando, Fla.",,-,"12,000","$2,069.7",-8.2%,$155.9,-,"$1,308.8",-,$-235.2,-,7.5%,11.9%,-,3.11,-,-9.7%,2.0%,-46.5%,-15.9%,7.1%,,,,,,,,,,,,,,,,,,,,,,
968,smenergy,"$2,067.1",83.0%,$508.4,-,"$6,352.9","$1,963.1",-,611,-,Javan D. Ottoson,"President, Chief Executive Officer &amp; Director",Energy,"Mining, Crude-Oil Production","Denver, Colo.",,-,611,"$2,067.1",83.0%,$508.4,-,"$6,352.9",-,"$2,920.3",-,24.6%,8.0%,17.4%,4.48,-,12.3%,11.9%,-29.6%,-28.3%,-2.4%,,,,,,,,,,,,,,,,,,,,,,
969,rexnord,"$2,066.0",7.7%,$75.9,2.4%,"$3,423.7","$2,633.9",12,"8,300",-,Todd A. Adams,"President, Chief Executive Officer &amp; Director",Industrials,Industrial Machinery,"Milwaukee, Wis.",,-,"8,300","$2,066.0",7.7%,$75.9,2.4%,"$3,423.7",-,"$1,212.7",-,3.7%,2.2%,6.3%,0.5,-21.9%,0.0%,-,-11.8%,-3.2%,-,,,,,,,,,,,,,,,,,,,,,,
970,eldoradoresorts,"$2,056.0",39.5%,$95.2,28.8%,"$5,911.5","$3,615.4",-,"18,700",-,Thomas R. Reeg,Chief Executive Officer &amp; Director,"Hotels, Restaurants &amp; Leisure","Hotels, Casinos, Resorts","Reno, Nev.",,-,"18,700","$2,056.0",39.5%,$95.2,28.8%,"$5,911.5",-,"$1,029.2",-,4.6%,1.6%,9.3%,1.22,11.9%,-,-,9.2%,-,-,,,,,,,,,,,,,,,,,,,,,,
971,nuancecommunications,"$2,051.7",5.8%,$-159.9,-,"$5,302.4","$4,832.1",-1,"10,400",-,Sanjay Dhawan,Chief Executive Officer &amp; Director,Technology,Computer Software,"Burlington, Mass.",,-,"10,400","$2,051.7",5.8%,$-159.9,-,"$5,302.4",-,"$1,717.5",-,-7.8%,-3.0%,-9.3%,-0.55,-,-,-,-19.1%,-2.7%,2.5%,,,,,,,,,,,,,,,,,,,,,,
972,newmarkgroup,"$2,047.6",28.3%,$106.7,-26.1%,"$3,454.2","$1,485.8",-,"5,200",-,Barry M. Gosin,Chief Executive Officer &amp; Director,Financials,Real estate,"New York, N.Y.",,-,"5,200","$2,047.6",28.3%,$106.7,-26.1%,"$3,454.2",-,$567.6,-,5.2%,3.1%,18.8%,0.64,-24.7%,-,-,-48.3%,-,-,,,,,,,,,,,,,,,,,,,,,,
973,ensigngroup,"$2,040.7",10.3%,$92.4,128.2%,"$1,182.0","$2,697.5",25,"23,463",-,Barry R. Port,Chief Executive Officer &amp; Director,Health Care,,"Mission Viejo, Calif.",,-,"23,463","$2,040.7",10.3%,$92.4,128.2%,"$1,182.0",-,$590.9,-,4.5%,7.8%,15.6%,1.7,120.8%,25.8%,9.8%,75.8%,25.8%,24.2%,,,,,,,,,,,,,,,,,,,,,,
974,esterlinetechnologies,"$2,034.8",1.5%,$69.5,-37.7%,"$3,036.9",-,-20,"12,609",-,Robert Henderson,"President, Chief Executive Officer &amp; Director",Aerospace &amp; Defense,Aerospace and Defense,"Bellevue, Wash.",,-,"12,609","$2,034.8",1.5%,$69.5,-37.7%,"$3,036.9",-,"$1,831.8",-,3.4%,2.3%,3.8%,2.34,-37.1%,-14.7%,-5.3%,62.6%,3.6%,12.4%,,,,,,,,,,,,,,,,,,,,,,
975,universal,"$2,033.9",-1.8%,$105.7,-0.6%,"$2,168.6","$1,439.0",-38,"24,000",-,George C. Freeman III,"Chairman, President &amp; Chief Executive Officer","Food, Beverages &amp; Tobacco",Tobacco,"Richmond, Va.",,-,"24,000","$2,033.9",-1.8%,$105.7,-0.6%,"$2,168.6",-,"$1,342.4",-,5.2%,4.9%,7.9%,4.14,370.5%,-2.3%,1.1%,7.9%,3.9%,10.6%,,,,,,,,,,,,,,,,,,,,,,
976,conturaenergy,"$2,032.5",1.8%,$299.2,93.6%,"$2,746.1","$1,111.3",-,"4,420",-,David J. Stetson,Co-Chief Executive Officer &amp; Director,Energy,"Mining, Crude-Oil Production","Bristol, Tenn.",,-,"4,420","$2,032.5",1.8%,$299.2,93.6%,"$2,746.1",-,"$1,071.1",-,14.7%,10.9%,27.9%,25.54,78.0%,-,-,10.7%,-,-,,,,,,,,,,,,,,,,,,,,,,
977,fticonsulting,"$2,027.9",12.2%,$150.6,39.5%,"$2,379.1","$2,908.7",-,"4,768",-,Steven H. Gunby,"President, Chief Executive Officer &amp; Director",Business Services,Miscellaneous,"Washington, D.C.",,-,"4,768","$2,027.9",12.2%,$150.6,39.5%,"$2,379.1",-,"$1,348.8",-,7.4%,6.3%,11.2%,3.93,42.9%,-,5.3%,55.1%,10.1%,4.1%,,,,,,,,,,,,,,,,,,,,,,
978,generacholdings,"$2,023.5",21.0%,$238.3,49.5%,"$2,426.3","$3,182.9",-,"5,355",-,Aaron P. Jagdfeld,"President, Chief Executive Officer &amp; Director",Industrials,Industrial Machinery,"Waukesha, Wis.",,-,"5,355","$2,023.5",21.0%,$238.3,49.5%,"$2,426.3",-,$760.5,-,11.8%,9.8%,31.3%,3.54,38.3%,7.1%,-,0.4%,-2.6%,-,,,,,,,,,,,,,,,,,,,,,,
979,winnebagoindustries,"$2,016.8",30.4%,$102.4,43.5%,"$1,051.8",$992.9,-,"4,700",-,Michael J. Happe,"President, Chief Executive Officer &amp; Director",Motor Vehicles &amp; Parts,Motor Vehicles and Parts,"Forest City, Iowa",,-,"4,700","$2,016.8",30.4%,$102.4,43.5%,"$1,051.8",-,$534.4,-,5.1%,9.7%,19.2%,3.22,38.8%,23.3%,41.5%,-56.0%,-1.3%,15.6%,,,,,,,,,,,,,,,,,,,,,,
980,brown&brown,"$2,014.2",7.1%,$344.3,-13.9%,"$6,688.7","$8,316.8",7,"9,590",-,J. Powell Brown,"President, Chief Executive Officer &amp; Director",Financials,,"Daytona Beach, Fla.",,-,"9,590","$2,014.2",7.1%,$344.3,-13.9%,"$6,688.7",-,"$3,000.6",-,17.1%,5.1%,11.5%,1.22,-13.2%,10.5%,7.5%,8.3%,13.4%,11.8%,,,,,,,,,,,,,,,,,,,,,,
981,kraton,"$2,011.7",2.6%,$67.0,-31.3%,"$2,894.7","$1,027.3",-18,"1,918",-,Kevin M. Fogarty,"President, Chief Executive Officer &amp; Director",Chemicals,Chemicals,"Houston, Texas",,-,"1,918","$2,011.7",2.6%,$67.0,-31.3%,"$2,894.7",-,$715.1,-,3.3%,2.3%,9.4%,2.08,-32.2%,-,-,-54.7%,-1.1%,-,,,,,,,,,,,,,,,,,,,,,,
982,vailresorts,"$2,011.6",5.5%,$379.9,80.4%,"$4,065.0","$8,734.7",2,"20,150",-,Robert A. Katz,Chairman &amp; Chief Executive Officer,"Hotels, Restaurants &amp; Leisure","Hotels, Casinos, Resorts","Broomfield, Colo.",,-,"20,150","$2,011.6",5.5%,$379.9,80.4%,"$4,065.0",-,"$1,589.4",-,18.9%,9.3%,23.9%,9.13,74.9%,54.7%,13.2%,1.5%,25.6%,24.8%,,,,,,,,,,,,,,,,,,,,,,
983,tribunemedia,"$2,009.7",7.6%,$412.6,112.5%,"$8,251.4","$4,072.5",10,"5,800",-,Peter M. Kern,Chief Executive Officer &amp; Director,Media,Entertainment,"Chicago, Ill.",,-,"5,800","$2,009.7",7.6%,$412.6,112.5%,"$8,251.4",-,"$3,517.9",-,20.5%,5.0%,11.7%,4.67,112.3%,14.1%,-,9.6%,-1.7%,-,,,,,,,,,,,,,,,,,,,,,,
984,healthcareservicesgroup,"$2,008.8",7.6%,$83.5,-5.3%,$692.6,"$2,442.4",10,"55,000",-,Theodore Wahl,"President, Chief Executive Officer &amp; Director",Health Care,,"Bensalem, Pa.",,-,"55,000","$2,008.8",7.6%,$83.5,-5.3%,$692.6,-,$440.8,-,4.2%,12.1%,18.9%,1.12,-5.9%,10.8%,10.8%,-22.3%,9.3%,17.4%,,,,,,,,,,,,,,,,,,,,,,
985,allianceresourcepartners,"$2,002.9",11.5%,$366.6,20.7%,"$2,394.7","$2,614.0",-,"3,599",-,Joseph W. Craft III,"Chairman, President &amp; Chief Executive Officer",Energy,"Mining, Crude-Oil Production","Tulsa, Okla.",,-,"3,599","$2,002.9",11.5%,$366.6,20.7%,"$2,394.7",-,"$1,182.4",-,18.3%,15.3%,31.0%,2.74,-2.1%,-5.5%,8.6%,-2.0%,-6.1%,11.2%,,,,,,,,,,,,,,,,,,,,,,
986,ncibuildingsystems,"$2,000.6",13.0%,$63.1,15.3%,"$1,110.4",$772.9,-,"5,300",-,James S. Metcalf,Chairman &amp; Chief Executive Officer,Materials,"Building Materials, Glass","Cary, N.C.",,-,"5,300","$2,000.6",13.0%,$63.1,15.3%,"$1,110.4",-,$330.3,-,3.2%,5.7%,19.1%,0.94,22.1%,-,-26.4%,-62.4%,-16.2%,-21.5%,,,,,,,,,,,,,,,,,,,,,,
987,hiltongrandvacations,"$1,999.0",-,$298.0,-,"$2,753.0","$2,866.7",-,"8,600",-,Mark D. Wang,"President, Chief Executive Officer &amp; Director","Hotels, Restaurants &amp; Leisure","Hotels, Casinos, Resorts","Orlando, Fla.",,-,"8,600","$1,999.0",-,$298.0,-,"$2,753.0",-,$616.0,-,14.9%,10.8%,48.4%,3.05,-,-,-,-37.1%,-,-,,,,,,,,,,,,,,,,,,,,,,
988,deluxe,"$1,998.0",1.7%,$149.6,-35.0%,"$2,305.1","$1,907.8",-27,"6,701",-,Barry C. McCarthy,"President, Chief Executive Officer &amp; Director",Media,"Publishing, Printing","Shoreview, Minn.",,-,"6,701","$1,998.0",1.7%,$149.6,-35.0%,"$2,305.1",-,$915.4,-,7.5%,6.5%,16.3%,3.16,-33.1%,-2.8%,4.8%,-49.0%,-4.1%,13.7%,,,,,,,,,,,,,,,,,,,,,,
989,stepan,"$1,993.9",3.6%,$112.8,23.1%,"$1,484.7","$1,979.2",-11,"2,250",-,F. Quinn Stepan Jr.,"Chairman, President &amp; Chief Executive Officer",Chemicals,Chemicals,"Northfield, Ill.",,-,"2,250","$1,993.9",3.6%,$112.8,23.1%,"$1,484.7",-,$783.8,-,5.7%,7.6%,14.4%,4.83,23.2%,8.7%,10.6%,-5.2%,3.7%,13.7%,,,,,,,,,,,,,,,,,,,,,,
990,hovnanianenterprises,"$1,991.2",-18.8%,$4.5,-,"$1,662.0",$66.1,-149,"1,851",-,Ara K. Hovnanian,"Chairman, President &amp; Chief Executive Officer",Engineering &amp; Construction,Homebuilders,"Matawan, N.J.",,-,"1,851","$1,991.2",-18.8%,$4.5,-,"$1,662.0",-,$-453.5,-,0.2%,0.3%,-,0.75,-,-32.9%,-,-79.6%,-36.5%,-8.8%,,,,,,,,,,,,,,,,,,,,,,
991,portlandgeneralelectric,"$1,991.0",-0.9%,$212.0,13.4%,"$8,110.0","$4,631.7",-39,"2,967",-,Maria M. Pope,"President, Chief Executive Officer &amp; Director",Energy,,"Portland, Ore.",,-,"2,967","$1,991.0",-0.9%,$212.0,13.4%,"$8,110.0",-,"$2,506.0",-,10.6%,2.6%,8.5%,2.37,12.9%,11.9%,5.5%,3.9%,12.2%,13.2%,,,,,,,,,,,,,,,,,,,,,,
992,hc2holdings,"$1,976.7",21.0%,$162.0,-,"$6,503.8",$110.2,-,"4,119",-,Philip A. Falcone,"Chairman, President &amp; Chief Executive Officer",Engineering &amp; Construction,"Engineering, Construction","New York, N.Y.",,-,"4,119","$1,976.7",21.0%,$162.0,-,"$6,503.8",-,$88.1,-,8.2%,2.5%,183.9%,2.9,-,-18.3%,-,-55.6%,-1.5%,-,,,,,,,,,,,,,,,,,,,,,,
993,hercholdings,"$1,976.7",12.7%,$69.1,-56.9%,"$3,610.2","$1,111.9",-,"4,900",-,Lawrence H. Silber,"President, Chief Executive Officer &amp; Director",Business Services,Equipment Leasing,"Bonita Springs, Fla.",,-,"4,900","$1,976.7",12.7%,$69.1,-56.9%,"$3,610.2",-,$572.7,-,3.5%,1.9%,12.1%,2.39,-57.3%,-,-,-58.5%,-,-,,,,,,,,,,,,,,,,,,,,,,
994,aligntechnology,"$1,966.5",33.5%,$400.2,72.9%,"$2,052.5","$22,743.4",-,"11,660",-,Joseph M. Hogan,"President, Chief Executive Officer &amp; Director",Health Care,Medical Products and Equipment,"San Jose, Calif.",,-,"11,660","$1,966.5",33.5%,$400.2,72.9%,"$2,052.5",-,"$1,252.9",-,20.4%,19.5%,31.9%,4.92,73.9%,44.5%,15.3%,-5.7%,29.7%,37.4%,,,,,,,,,,,,,,,,,,,,,,
995,spire,"$1,965.0",12.9%,$214.2,32.5%,"$6,843.6","$4,175.4",-,"3,366",-,Suzanne Sitherwood,"President, Chief Executive Officer &amp; Director",Energy,,"St. Louis, Mo.",,-,"3,366","$1,965.0",12.9%,$214.2,32.5%,"$6,843.6",-,"$2,255.4",-,10.9%,3.1%,9.5%,4.33,26.2%,16.5%,1.9%,1.7%,13.9%,8.7%,,,,,,,,,,,,,,,,,,,,,,
996,shutterfly,"$1,961.8",64.8%,$50.4,67.5%,"$2,302.2","$1,384.5",-,"7,094",-,,"President, Chief Executive Officer &amp; Director",Technology,Internet Services and Retailing,"Redwood City, Calif.",,-,"7,094","$1,961.8",64.8%,$50.4,67.5%,"$2,302.2",-,$674.4,-,2.6%,2.2%,7.5%,1.45,64.8%,43.3%,23.2%,-19.1%,-4.6%,19.1%,,,,,,,,,,,,,,,,,,,,,,
997,nustarenergy,"$1,961.8",8.1%,$205.8,39.1%,"$6,349.1","$2,897.7",-,"1,517",-,Bradley C. Barron,"President, Chief Executive Officer &amp; Director",Energy,Pipelines,"San Antonio, Texas",,-,"1,517","$1,961.8",8.1%,$205.8,39.1%,"$6,349.1",-,"$2,257.7",-,10.5%,3.2%,9.1%,-2.77,-532.8%,-,-,-21.5%,-7.8%,2.1%,,,,,,,,,,,,,,,,,,,,,,
998,mantechinternational,"$1,958.6",14.1%,$82.1,-28.1%,"$1,803.9","$2,148.4",-,"7,800",-,Kevin M. Phillips,"President, Chief Executive Officer &amp; Director",Technology,Information Technology Services,"Herndon, Va.",,-,"7,800","$1,958.6",14.1%,$82.1,-28.1%,"$1,803.9",-,"$1,401.2",-,4.2%,4.6%,5.9%,2.06,-29.2%,-,-2.1%,6.1%,14.5%,1.7%,,,,,,,,,,,,,,,,,,,,,,
999,carvana,"$1,955.5",127.7%,$-61.8,-,$991.0,"$8,449.9",-,"3,879",-,Ernest C. Garcia,"Chairman, President &amp; Chief Executive Officer",Retailing,"Automotive Retailing, Services","Tempe, Ariz.",,-,"3,879","$1,955.5",127.7%,$-61.8,-,$991.0,-,$73.4,-,-3.2%,-6.2%,-84.1%,-2.24,-,-,-,71.1%,-,-,,,,,,,,,,,,,,,,,,,,,,
1000,endointernational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,13581.0,Health Care,9.0,60.0,0.89,6.0,1350504.0,0.22,,,,,,,,,,,,,
1001,medtronic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,104494.0,Health Care,13.0,60.0,0.92,4.0,617488.0,0.31,,,,,,,,,,,,,
1002,perrigocompany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,23089.0,Health Care,11.0,64.0,0.73,12.0,441017.0,0.27,,,,,,,,,,,,,
1003,wyndhamworldwide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,9445.0,Consumer Discretionary,7.0,66.0,0.71,9.0,431760.0,0.29,,,,,,,,,,,,,
